date,atm_id,atm_city,total_balance,income_txn_count,outcome_txn_count,total_income,total_outcome,total_txn_count,withdrawals_usd,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_pct_change_1d,btc_7d_roc,btc_7d_ma,btc_volatility_7d,day_of_week,is_weekend,payday_flag,y_tomorrow
2020-01-03,atm35000126,Izmir,20480,603,663,37705,39790,1266,39790,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,39805.0
2020-01-04,atm35000126,Izmir,20045,617,644,39620,39805,1261,39805,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,40840.0
2020-01-05,atm35000126,Izmir,10220,568,661,35395,40840,1229,40840,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,46160.0
2020-01-06,atm35000126,Izmir,4140,598,705,33580,46160,1303,46160,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,41460.0
2020-01-07,atm35000126,Izmir,35405,526,630,34955,41460,1156,41460,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000127,Izmir,28630,537,629,33330,42440,1166,42440,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,38815.0
2020-01-02,atm35000127,Izmir,10245,434,622,27580,38815,1056,38815,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,42425.0
2020-01-03,atm35000127,Izmir,0,528,671,34240,42425,1199,42425,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,38440.0
2020-01-04,atm35000127,Izmir,27040,673,589,42170,38440,1262,38440,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,45740.0
2020-01-05,atm35000127,Izmir,13505,523,693,34235,45740,1216,45740,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,42440.0
2020-01-06,atm35000127,Izmir,35265,617,654,39610,42440,1271,42440,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,42675.0
2020-01-07,atm35000127,Izmir,27995,543,721,33605,42675,1264,42675,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000128,Izmir,38455,542,589,37580,38050,1131,38050,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,43580.0
2020-01-02,atm35000128,Izmir,22155,541,638,34850,43580,1179,43580,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,43280.0
2020-01-03,atm35000128,Izmir,9285,570,625,36145,43280,1195,43280,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,41725.0
2020-01-04,atm35000128,Izmir,5080,677,624,42440,41725,1301,41725,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,41445.0
2020-01-05,atm35000128,Izmir,43145,613,632,40695,41445,1245,41445,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,44110.0
2020-01-06,atm35000128,Izmir,42140,491,703,31670,44110,1194,44110,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,40795.0
2020-01-07,atm35000128,Izmir,37640,634,660,40585,40795,1294,40795,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000129,Izmir,38185,630,714,40745,44925,1344,44925,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,39210.0
2020-01-02,atm35000129,Izmir,45150,538,626,36005,39210,1164,39210,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,39985.0
2020-01-03,atm35000129,Izmir,28820,471,622,31830,39985,1093,39985,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,36145.0
2020-01-04,atm35000129,Izmir,29670,583,627,37555,36145,1210,36145,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,40200.0
2020-01-05,atm35000129,Izmir,18800,522,647,34985,40200,1169,40200,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,46590.0
2020-01-06,atm35000129,Izmir,12115,627,697,40450,46590,1324,46590,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,45235.0
2020-01-07,atm35000129,Izmir,23740,489,702,30030,45235,1191,45235,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm3500013,Izmir,34290,536,606,34370,38480,1142,38480,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,42190.0
2020-01-02,atm3500013,Izmir,27640,616,669,38530,42190,1285,42190,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,39025.0
2020-01-03,atm3500013,Izmir,20235,548,598,32855,39025,1146,39025,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,41030.0
2020-01-04,atm3500013,Izmir,10035,579,609,42390,41030,1188,41030,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,41215.0
2020-01-05,atm3500013,Izmir,34550,493,635,30395,41215,1128,41215,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,37610.0
2020-01-06,atm3500013,Izmir,19360,451,614,27750,37610,1065,37610,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,44275.0
2020-01-07,atm3500013,Izmir,6000,610,692,37095,44275,1302,44275,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000130,Izmir,45240,626,641,40985,40050,1267,40050,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,41345.0
2020-01-02,atm35000130,Izmir,30695,548,678,34640,41345,1226,41345,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,39335.0
2020-01-03,atm35000130,Izmir,18000,536,588,34800,39335,1124,39335,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,42535.0
2020-01-04,atm35000130,Izmir,4490,581,635,36085,42535,1216,42535,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,38470.0
2020-01-05,atm35000130,Izmir,30150,607,562,38880,38470,1169,38470,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,37115.0
2020-01-06,atm35000130,Izmir,27060,567,590,36340,37115,1157,37115,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,41560.0
2020-01-07,atm35000130,Izmir,14845,503,597,31515,41560,1100,41560,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000131,Izmir,13780,551,708,32865,44505,1259,44505,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,41605.0
2020-01-02,atm35000131,Izmir,42210,525,649,32785,41605,1174,41605,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,38425.0
2020-01-03,atm35000131,Izmir,34980,565,643,35415,38425,1208,38425,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,37995.0
2020-01-04,atm35000131,Izmir,20225,459,648,31990,37995,1107,37995,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,35495.0
2020-01-05,atm35000131,Izmir,25105,741,596,47080,35495,1337,35495,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,38170.0
2020-01-06,atm35000131,Izmir,20525,609,613,38270,38170,1222,38170,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,39350.0
2020-01-07,atm35000131,Izmir,6515,480,612,30150,39350,1092,39350,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000132,Izmir,30935,590,637,36330,39310,1227,39310,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,42610.0
2020-01-02,atm35000132,Izmir,21315,605,646,38485,42610,1251,42610,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,38135.0
2020-01-03,atm35000132,Izmir,10735,515,622,31750,38135,1137,38135,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,40765.0
2020-01-04,atm35000132,Izmir,23895,460,633,28640,40765,1093,40765,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,34625.0
2020-01-05,atm35000132,Izmir,28165,552,520,34095,34625,1072,34625,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,39025.0
2020-01-06,atm35000132,Izmir,31025,579,584,38515,39025,1163,39025,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,37900.0
2020-01-07,atm35000132,Izmir,27455,621,645,41405,37900,1266,37900,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000133,Izmir,30520,564,659,38145,40755,1223,40755,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,40225.0
2020-01-02,atm35000133,Izmir,11420,583,594,38295,40225,1177,40225,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,39270.0
2020-01-03,atm35000133,Izmir,8710,508,596,32610,39270,1104,39270,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,40010.0
2020-01-04,atm35000133,Izmir,35565,538,629,34240,40010,1167,40010,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,37325.0
2020-01-05,atm35000133,Izmir,22600,631,630,37950,37325,1261,37325,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,40530.0
2020-01-06,atm35000133,Izmir,35565,444,625,27190,40530,1069,40530,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,44070.0
2020-01-07,atm35000133,Izmir,19985,615,694,37025,44070,1309,44070,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000134,Izmir,33045,580,629,38405,42180,1209,42180,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,41710.0
2020-01-02,atm35000134,Izmir,30210,512,641,32920,41710,1153,41710,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,34745.0
2020-01-03,atm35000134,Izmir,30945,619,557,40615,34745,1176,34745,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,37520.0
2020-01-04,atm35000134,Izmir,12525,558,582,34660,37520,1140,37520,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,48650.0
2020-01-05,atm35000134,Izmir,29600,576,711,37335,48650,1287,48650,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,42070.0
2020-01-06,atm35000134,Izmir,10370,538,643,34660,42070,1181,42070,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,43345.0
2020-01-07,atm35000134,Izmir,40615,695,689,43415,43345,1384,43345,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000135,Izmir,19325,425,683,25565,43435,1108,43435,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,35680.0
2020-01-02,atm35000135,Izmir,23480,615,584,39610,35680,1199,35680,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,42680.0
2020-01-03,atm35000135,Izmir,10870,639,665,40975,42680,1304,42680,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,39180.0
2020-01-04,atm35000135,Izmir,16825,662,605,44630,39180,1267,39180,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,42880.0
2020-01-05,atm35000135,Izmir,38580,567,687,34190,42880,1254,42880,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,38600.0
2020-01-06,atm35000135,Izmir,32880,583,615,37375,38600,1198,38600,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,44285.0
2020-01-07,atm35000135,Izmir,14400,520,673,31670,44285,1193,44285,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000136,Izmir,32605,522,630,33845,38480,1152,38480,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,42885.0
2020-01-02,atm35000136,Izmir,18935,547,681,33980,42885,1228,42885,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,39075.0
2020-01-03,atm35000136,Izmir,11140,663,645,39830,39075,1308,39075,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,42535.0
2020-01-04,atm35000136,Izmir,42295,482,647,30520,42535,1129,42535,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,45610.0
2020-01-05,atm35000136,Izmir,23645,501,714,34805,45610,1215,45610,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,36160.0
2020-01-06,atm35000136,Izmir,23055,548,592,37800,36160,1140,36160,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,43690.0
2020-01-07,atm35000136,Izmir,28560,704,659,47945,43690,1363,43690,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000137,Izmir,34115,531,607,34680,35560,1138,35560,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,43375.0
2020-01-02,atm35000137,Izmir,13775,560,683,36380,43375,1243,43375,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,42285.0
2020-01-03,atm35000137,Izmir,38445,459,657,30650,42285,1116,42285,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,42685.0
2020-01-04,atm35000137,Izmir,28575,553,674,34990,42685,1227,42685,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,41090.0
2020-01-05,atm35000137,Izmir,17330,607,625,37360,41090,1232,41090,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,37955.0
2020-01-06,atm35000137,Izmir,12130,519,627,36420,37955,1146,37955,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,35455.0
2020-01-07,atm35000137,Izmir,14715,592,571,37010,35455,1163,35455,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000138,Izmir,29985,567,687,34840,40280,1254,40280,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,39440.0
2020-01-02,atm35000138,Izmir,31565,646,614,39765,39440,1260,39440,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,41220.0
2020-01-03,atm35000138,Izmir,26270,617,672,37610,41220,1289,41220,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,34710.0
2020-01-04,atm35000138,Izmir,20955,582,580,36470,34710,1162,34710,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,42705.0
2020-01-05,atm35000138,Izmir,7025,590,670,36870,42705,1260,42705,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,41205.0
2020-01-06,atm35000138,Izmir,28960,529,654,31410,41205,1183,41205,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,38400.0
2020-01-07,atm35000138,Izmir,15040,443,575,29510,38400,1018,38400,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000139,Izmir,37410,549,641,34695,40740,1190,40740,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,43820.0
2020-01-02,atm35000139,Izmir,29145,588,682,36585,43820,1270,43820,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,43560.0
2020-01-03,atm35000139,Izmir,33655,642,684,39870,43560,1326,43560,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,39250.0
2020-01-04,atm35000139,Izmir,30435,651,652,42425,39250,1303,39250,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,44740.0
2020-01-05,atm35000139,Izmir,18910,516,679,33850,44740,1195,44740,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,38325.0
2020-01-06,atm35000139,Izmir,11535,663,597,38425,38325,1260,38325,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,42630.0
2020-01-07,atm35000139,Izmir,38830,629,689,39900,42630,1318,42630,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm3500014,Izmir,31630,508,590,34025,39080,1098,39080,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,41445.0
2020-01-02,atm3500014,Izmir,13250,529,637,31810,41445,1166,41445,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,38035.0
2020-01-03,atm3500014,Izmir,9025,535,607,33170,38035,1142,38035,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,46225.0
2020-01-04,atm3500014,Izmir,38640,554,716,34575,46225,1270,46225,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,41780.0
2020-01-05,atm3500014,Izmir,24400,523,647,33560,41780,1170,41780,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,46245.0
2020-01-06,atm3500014,Izmir,14345,524,664,34775,46245,1188,46245,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,42320.0
2020-01-07,atm3500014,Izmir,8135,600,627,35005,42320,1227,42320,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000140,Izmir,25100,569,637,35630,36775,1206,36775,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,43300.0
2020-01-02,atm35000140,Izmir,9770,538,680,32155,43300,1218,43300,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,44075.0
2020-01-03,atm35000140,Izmir,42250,667,640,44975,44075,1307,44075,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,45780.0
2020-01-04,atm35000140,Izmir,12910,440,687,25995,45780,1127,45780,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,45365.0
2020-01-05,atm35000140,Izmir,7910,554,697,35210,45365,1251,45365,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,38740.0
2020-01-06,atm35000140,Izmir,49085,616,587,39075,38740,1203,38740,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,40700.0
2020-01-07,atm35000140,Izmir,48365,648,647,42585,40700,1295,40700,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000141,Izmir,32185,599,658,38525,43970,1257,43970,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,41515.0
2020-01-02,atm35000141,Izmir,3720,481,655,30745,41515,1136,41515,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,35510.0
2020-01-03,atm35000141,Izmir,33025,545,577,30970,35510,1122,35510,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,39635.0
2020-01-04,atm35000141,Izmir,24395,539,630,35365,39635,1169,39635,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,42495.0
2020-01-05,atm35000141,Izmir,12320,567,651,39485,42495,1218,42495,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,40615.0
